,id,claim
416,104930,"The Stanford prison experiment was funded by an organization that coordinates, executes, and promotes the science and technology programs of the U.S. Army and Marine Corps."
420,114251,Road House is a movie.
422,82587,Aphrodite is a goddess in Greek mythology.
426,11253,Solanum has horse nettles.
429,92196,Taarak Mehta Ka Ooltah Chashmah is from India where it is most popular.
431,38046,Ricardo Montalbán acted in film and television.
437,153736,Ron Howard directed The Paper.
438,139427,Tom Kenny stars in The SpongeBob SquarePants Movie.
439,68742,John Frusciante is a musician.
440,89309,The Mormon population has grown significantly since 1980.
443,73017,The Challenge XXX: Dirty 30 is the thirtieth season of a TV series.
444,140523,Sands Hotel and Casino started as a casino with 200 employees.
446,123031,No Strings Attached was released in a country of the Northern Hemisphere.
448,67544,Laura Robson participated in the International Tennis Federation.
449,22409,Faye Resnick is an interior designer.
452,52112,MSG is an odor enhancer.
455,209354,Alexandria serves 80% of Egypt's imports and exports.
459,62117,Aestheticism values aesthetics over socio-political themes.
462,96584,Donald Duck wears a shirt.
464,195494,William Howard Taft declined offers of appointment to the Supreme Court of France.
465,46937,Skopje was a city.
467,222168,Rehab won an Ivor Novello Award in 2000.
468,203039,Akon has had more than ten songs certified as 1 × platinum in digital sales.
469,74924,Globalism is a group of ideologies that advocate the concept of globalization in the 21st century.
472,211858,See.SZA.Run is an EP.
473,32535,Japan is located in Asia.
477,216793,Timur decisively defeated the Christian Knights Hospitaller at the Siege of Smyrna.
479,102990,Quay had its first public showing in 2015.
480,111074,Kaya Scodelario is an entertainer.
481,53197,Eugene Ionesco wrote Exit the King.
486,14366,"Michael Hutchence died on November 22nd, 1997."
488,43120,Python supports multiple programming paradigms and is highly usable.
493,49398,Hannah and Her Sisters is an American comedy-drama.
494,61564,House of Balloons is reviewed by The Weeknd.
495,87019,Theresa May served.
501,143222,Scaramuccia is another name for Scaramouche.
502,113106,Sky UK is a British telecommunications company.
503,212039,A Pet helps those who live.
504,68680,A.J. Styles is an athlete in a combat sport.
505,108767,Jonah Hill made $16 million dollars in June of 2014.
506,42117,One form of ground fighting is Brazilian jiu-jitsu.
509,140442,"In odd-numbered years, the Africa Cup of Nations occurs."
510,26340,Pocahontas's birth name was Matoaka.
511,209347,Alexandria serves more than half of Egypt's imports and exports.
513,20561,Jamie Lee Curtis' mother was famous.
516,193844,"Ed Gagliardi died on April 11, 2014."
520,28741,The Bengal tiger has stripes.
521,127626,Woodrow Wilson established Wilsonianism which was an activist foreign policy he implemented during World War I.
524,222643,A United Kingdom is a biographical romantic drama film.
525,116991,Ed and Lorraine Warren investigated the paranormal.
528,88508,Ian Gillan is English and Irish.
529,218114,"The Indian National Congress was founded in 1885, during the British Raj."
532,173030,Barcelona is the capitol city of Catalonia.
533,49869,Dopamine induces neuromodulation.
536,52326,MSG is used by Chinese restaurants.
537,38808,Google Search can find business addresses.
541,123777,Times Higher Education World University Rankings is a publication of university rankings by Times Higher Education (THE) magazine.
542,187571,Dan Brown published a 2003 bestselling novel.
552,174990,Leonardo DiCaprio passed on the starring role in The Man in the Iron Mask.
556,34088,There was a battle in Cyprus.
557,46309,Parkinson's disease has afflicted Davis Phinney.
558,201462,A dynamic web page can be driven by server-side scripting.
559,4717,Moscovium is an element.
560,80335,Amancio Ortega was born in 1936.
561,49582,Warren Beatty co-wrote television advertisements.
564,225749,David Lloyd George was voted the second greatest British prime minister of the 20th century.
568,5747,Baloch persons are an Iranic group of humans.
569,182675,Nina Jacobson was born in 1965.
570,80313,I (film) was dubbed into Italian.
571,183423,"In 2012, Simi Valley, California reported that its median household income dropped below the national average for the first time in a decade."
572,89908,Doxycycline may induce diarrhea.
574,179817,Vic Mensa has been nominated for a Grammy Award.
575,173670,Moesia included most of the territory of modern-day Western Serbia.
576,157124,Eka Kapoor produced 6 television series.
578,85571,The Mormon population has increased significantly in recent decades.
580,169327,Hammer Film Productions produced the horror movie The Quiet Ones.
581,212212,Gory Guerrero was a wrestler.
582,177970,It is customary to wear outfits while Trick-or-Treating.
583,183938,Gotham City Sirens was published by Paul Dini.
586,119857,Issa Rae shows various media created by people of color.
588,77861,The Fame sold 4.7 million digital copies through the Apple store.
589,157602,John DiMaggio has had roles on eighteen shows from Cartoon Network.
592,97621,"Heroes had a pilot, but the show was dropped before a full season could be produced."
593,50137,The Selma and Montgomery marches were part of a broader voting rights movement throughout American letters.
594,82208,Younger did not premier in 2015.
595,140762,ASAP Rocky has directed videos for his own music.
601,114984,Shut Up debuted at number 33.
603,14671,The Vandals moved around Eurasia.
604,86387,Fuller House (TV series) is in a genre.
606,113961,Shannon Lee is a fighter trained in defense.
608,120781,Sands Hotel and Casino was originally a casino with 200 rooms.
611,24454,Azithromycin is sold worldwide.
616,44380,Richard Dawson was born November 20th 1932.
617,198534,Catherine Hardwicke is American.
618,170015,The Brat Pack is a nickname given to a group of young actors who appeared together in films during the 1980s.
619,223201,FC Bayern Munich was founded in 1900.
620,178874,Dawood Ibrahim was birthed in 1955.
623,5560,Alberto Contador was stripped of his wins.
625,25587,Georgians arose from a place that was dependent on great literature.
627,122281,Samsung has developed and sold phones.
628,141205,"Manchester United's home stadium is located on Sir Matt Busby Way in Old Trafford, Greater Manchester, England."
631,217115,Innovation is often also ignored as the application of better solutions that meet existing market needs.
632,138569,Superhuman abilities may result from human enhancement by genetic modification using CRISPR technology.
637,220237,"The Greek word for ""rule of the best"" is the origin of aristocracy."
638,51425,Mutiny on the Bounty is based on a book.
642,187566,"Dan Brown was born June 22, 1961."
645,119989,"On October 25, 2007, The Airbus A380 entered commercial service."
648,8552,Heath Ledger was in I'm Not There.
650,89637,Jed Whedon is the son of someone born in a library.
655,146754,Konidela Production Company is Indian and it is successful.
658,86198,Oscar Isaac acted as the supervillain Apocalypse in the liveaction movie adaptation.
661,152802,"On August 18th, 2009, The Last Song (film) ended filming."
663,70536,"SZA's music combines beats from soul, hip hop, and R&B."
664,45566,Clueless (film) was followed by books.
665,106132,"The Siege of Fort Stanwix ended on August 22, 1777."
668,148255,"Wolfgang Amadeus Mozart was married to a woman named Constanze, who survived him."
669,66585,Azithromycin is available as a generic medication for infections.
671,185183,You Only Live Twice was directed by a man.
673,54151,Gray Matters is a TV show.
675,104677,Apple Inc. marketed the IPhone 4.
676,171519,Fringe aired in 2008.
679,223678,UNICEF UK is a National Committee.
680,185181,You Only Live Twice was directed by a Catholic man.
681,152730,Food Network is available in the United States.
682,84292,Google Search can return etymology and synonyms.
683,87383,George III of the United Kingdom did not experience the defeat of France.
684,127166,Alvin and the Chipmunks was directed in America.
685,179088,Cate Blanchett starred in the film The Good German.
687,74789,Victor Frankenstein is a 2015 American film.
689,154383,Warren Beatty co-wrote Reds.
691,22609,Therasia is based on the volcanic island group of Santorini.
693,156297,Sherilyn Fenn won an award for starring in Boxing Helena.
695,188994,"William Cohen is from Bangor, Maine."
696,98448,"Dissociative identity disorder, or DID, may result from disruptions in memory caused by psychological trauma."
697,63621,Samsung entered the ectronics industries in the 1970's.
698,47478,Fuller House (TV series) airs in America.
699,205079,The Little Prince (2015 film) is a film.
700,72143,Designated Survivor (TV series) is a television show.
702,157589,A Writers Guild Award was nominated to Key & Peele.
704,8484,The 2003 NCAA Division I Men's Basketball Tournament was a knockout.
706,20288,Balibo (film) takes place in a sovereign state in Maritime Southeast Asia called East Timor.
712,60038,Superhuman abilities may result from human enhancement by nanotechnology.
713,222724,Vedic Sanskrit is a language.
714,84807,Bob Ross was an artist.
715,203068,Akon has had more than ten songs certified as silver.
723,54382,Doug Petrie made a cameo in Dr. Horrible's Sing-Along Blog.
725,12453,Tangled is a musical.
726,4778,Betsy Hodges was a candidate for a 2013 election.
730,10845,Manchester by the Sea is a title.
733,139985,The Africa Cup of Nations had its schedule changed.
734,14231,Melilla has an area of 11.3 km2.
735,3661,Riz Ahmed acted in an American miniseries based on a British television series.
742,174870,"In the geographic center of the Oklahoma City metropolitan area, the Alfred P. Murrah Federal Building was located."
749,101462,The Invisible Man was a horror film.
750,208906,The Monster is a work of art.
754,184310,Vera Wang has no middle name.
756,11830,Kenny Chesney is a songwriter and record producer.
757,153148,Pakistan's economy is 32nd largest in nominal gross domestic product.
760,106981,"Linkin Park's second studio album, released in 2004, was Meteora."
762,215878,"Jerome Flynn was born on March 16, 1963."
765,103003,Kate Walsh was on a television show.
768,162664,Norman Bates is a fictional character.
769,34769,Multiple people were involved in the development of Team Fortress 2.
770,91111,Half Girlfriend was partially filmed in India.
771,1729,Joni Mitchell released 17 albums of original songs.
772,178880,Dawood Ibrahim is originally from Mumbai.
774,175434,The Japanese television drama series Death Note is based on the manga series of the same name.
777,21404,Brie Larson is an actress.
781,15645,"Inside Llewyn Davis was screened for the Cannes Film Festival on May 19th, 2013."
784,3808,Sonny & Cher began in the mid-1960's.
786,140070,Agent Raghav – Crime Branch was nominated for Best Weekend Show at the Indian Telly Awards.
791,124875,Brie Larson is an American actress.
792,203053,Akon is a singer.
793,194741,L. Ron Hubbard spent the remaining months of his life on his ranch.
794,19069,Color of Night came out in the summer of 1994.
795,179834,Vic Mensa is an American.
797,136213,Cordilleran Ice Sheet covered a large portion of North America.
799,12469,Argentina is not also subdivided into one autonomous city.
801,223220,FC Bayern Munich was founded.
802,220439,The Church of Jesus Christ of Latter-day Saints has a fasting law.
804,174520,Formula One's Red Bull Racing races under an Austrian license.
805,38678,Zac Efron's middle names are Francis and John.
806,177543,There is a remake called Brick Mansions.
810,99461,Personality is affected by the hindrance of values.
811,62491,Battle of the Bastards had a viewership of over a million in its initial broadcast.
815,187390,Rob McElhenney plays the character Mac on It's Always Sunny in Philadelphia.
816,83173,Sky UK is a company which serves a sovereign country in debt.
817,18477,"Psych (season 2) began on July 13th, 2007."
819,20672,Vincent D'Onofrio was nominated for an Emmy Award.
823,95542,Dan Trachtenberg is a person.
826,42274,Deepika Padukone has been in at least four Indian films.
830,163810,Ukrainian Soviet Socialist Republic was in an international organization.
831,43668,Superhuman abilities may be prevented by human enhancement by genetic modification.
834,1431,Port of Spain is a retail and administrative center.
835,225742,David Lloyd George was named one of the 100 Worst Britons.
836,73041,Parkinson's disease causes slowness of voluntary movement.
838,39670,Malta has an authorized religion.
839,227098,Blank Space is on a list in a country.
841,37801,The Book of Mormon won a Grammy Award for Best Musical Theater Album.
842,127820,The Incredibles 2 is scheduled to be released in June of 2018.
846,90529,"George Harrison's first marriage started in January, 1966."
848,219201,Species distribution can be understood through factors such as river capture and available resources.
849,192210,"Sacre-Coeur, Paris is privately dedicated to the Sacred Heart of Jesus."
850,107215,Adam Lambert's album premiered at number five on the U.S. Billboard 200.
855,152140,David Attenborough was controller of BBC Two.
856,151555,"The Washington Monument is made of a rare type of marble, granite, and bluestone gneiss."
858,96309,Yvonne Strahovski has worked on sculptures and paintings.
862,161101,"Dissociative identity disorder, or DID, may be the result of memory disruptions that have been induced by psychological trauma."
864,44837,One of the cast members of the DC Extended Universe is Henry Cavill.
866,138377,Adidas designs athletic clothing.
867,174518,Red Bull Racing races under an Austrian permit.
868,118160,Gray Matters is a motion picture.
869,148776,The ability of organizations to connect to the internet is called Internet Access.
870,189715,A subgenre of action films is martial arts films.
873,116129,Salt River Valley is a river valley that contains the Phoenix metropolitan area.
875,47365,Vincent D'Onofrio is an Emmy Award winner.
879,60693,Mercedes-Benz is the largest division of Daimler AG.
881,43981,Birmingham is a city and metropolitan borough.
882,7727,Hinduism has shared textual resources.
883,51174,Acetylcholine induces neuromodulation by binding to receptors.
885,13768,Eurotas (river) is in Greece.
890,64318,Syco was founded by Simon Cowell.
891,77573,The Washington Monument is 554.5 ft tall.
894,107589,Kenny Chesney is involved in music.
901,104697,Shut Up is a song by Stormzy.
902,76275,Parkinson's disease has afflicted beagles.
906,147707,The Visigoths adapted.
907,116502,Cthulhu is a gigantic Lovecraftian entity worshipped by cultists.
908,16604,China is the world's second largest economy by nominal GDP.
909,7031,The Battle of the Trebia occurred on the left bank of the Trebbia River.
911,112876,Keith Stanfield is a person.
913,7277,Exit the King is by Eugene Ionesco.
914,140330,A Good Day to Die Hard is a piece of the Die Hard franchise.
915,88851,"The Vandals were an East Germanic social group comprising numerous families, clans, or generations together with slaves, dependents, or adopted strangers, or groups of such a group."
918,205278,"In the 1994 Rwanda genocide in Rwanda, Hutu extremists were involved."
921,104036,The English Wikipedia is the English-language edition of Wikipedia.
925,25395,Elizabeth of York was someone's niece.
927,94483,The Hunger Games' goal is dystopian science fiction.
929,228072,Caleb McLaughlin attended acting school.
930,225802,Chinatown is a film from the United States.
931,23925,Laura Robson is an athlete.
932,136089,Dulquer Salmaan acted in a 2012 film.
934,201464,A static web page is delivered to the user.
935,203044,Akon is a musician.
936,67746,Scandinavia includes the remote Norwegian islands of Svalbard and Jan Mayen.
937,19091,NXT Tag Team Championship is a professional wresting competition aired on the WWE network.
940,110035,The Tenth Doctor appears in at least one episode of Doctor Who.
942,103646,Heath Ledger was in a film inspired by Eric Clapton.
948,124240,Honeymoon is a collection of music.
951,220452,There is a law of chastity in the Church of Jesus Christ of Latter-day Saints.
953,34470,Charles Howard Hinton was a seminal science fiction writer responsible for conceiving of a fourth spatial dimension.
956,197664,The University of Leicester contributed to the identification of the remains of King Richard III in 2013.
957,126590,The Burj Khalifa contains elevators.
965,161906,Alan Shepard served in the US Navy.
969,192777,A staging area is a location where organisms are examined before use.
972,123656,John DiMaggio has had roles on multiple shows from 1990 onward.
976,162843,Islamabad is home to Quaid-i-Azam University and NUST.
977,152870,Simon Cowell was a part of a reality show.
978,59956,"There are currently 15,882,417 Mormon members as of April 2017."
979,50650,Clueless (film) was followed by a spin-off television sitcom with the same name.
982,5555,Uranium has an atomic number.
983,10498,Oscar Isaac acted in X-Men: Apocalypse.
985,15486,Gray Matters was produced by Sue Kramer.
990,213428,The Originals (TV series) began airing on The CW in November of 2013.
996,201450,A dynamic web page is generated by a computer application.
999,204997,Tyler Perry is associated with the title comedian.
