Message ID,Subject,Message,Spam/Ham,Date
23955,ou - fall 2001 dates,"dear ou team :
i have begun scheduling events for next fall ' s recruiting effort . please mark your calendars for the following :
september 26 - career fair
october 22 and 23 - interviews
i am currently working with tim rasnic and ted jacobs to set the date for our information session . i will send the date to you as soon as possible .
if you are interested in volunteering for any of these events , please drop me a note .
thanks !
lexi
3 - 4585",ham,2001-04-03
15277,rait software at incredibly low prices,"hi rait
top quality software :
special offer # 1 :
windows xp professional + microsoft office xp professional = only $ 80
special offer # 2 :
adobe - photoshop 7 , premiere 7 , illustrator 10 = only $ 120
special offer # 3 :
macromedia dreamwaver mx 2004 + flash mx 2004 = only $ 100
also :
windows 2003 server
windows 2000 workstation
windows 2000 server
windows 2000 advanced server
windows 2000 datacenter
windows nt 4 . 0
windows millenium
windows 98 second edition
windows 95
office xp professional
office 2000
office 97
ms plus
ms sql server 2000 enterprise edition
ms visual studio . net architect edition
ms encarta encyclopedia delux 2004
ms project 2003 professional
ms money 2004
ms streets and trips 2004
ms works 7
ms picture it premium 9
ms exchange 2003 enterprise server
adobe photoshop
adobe pagemaker
adobe illustrator
adobe acrobat 6 professional
adobe premiere
macromedia dreamwaver mx 2004
macromedia flash mx 2004
macromedia fireworks mx 2004
macromedia freehand mx 11
corel draw graphics suite 12
corel draw graphics suite 11
corel photo painter 8
corel word perfect office 2002
norton system works 2003
borland delphi 7 enterprise edition
quark xpress 6 passport multilanguage
enter here
? 2 n 47 a 3 zvjc 9 xk 2 ybegirait @ bruce - guenter . dyndns . org "" > or un * su * bs * cr * ibe
aquatic ektachrome antimony alewife absolve dismissal sheaf tuscany court explicable drift pocketbook transcendental cruddy secular brainchild crony slacken borrow antacid dais calliope perfusion glycerinate powers starkey short gesture wagoneer avon addendum amass invidious fictitious flank monomial felicity scribble armpit edinburgh indenture durkee warren thayer herein charles deane peaky bonze substantiate determine empathy restaurateur irredeemable cannot chinaman draftee arkansas secretarial bow contribution perceive terrestrial bridgework dignity cynthia platelet carbide puerile matron doge summit circumferential badinage defy stalk seen domain muzo porous shelf collet contraception moan calico herpetology patti newspaper dis
",spam,2004-10-14
27720,"tw weekly , 6 - 9 - 00","please see the attached file and let me know if you have any questions .
ray stelly",ham,2000-06-09
20294,get rid of the garbage ! stops porn too . .,"- - - - - - - - - - - - - - - - - - - - - - - click
stops spam once and for all !
eliminates porn too !
want out of our database ? do not reply to this email .
copy and paste this link into your browser -
mail - svcs . com / rmm . htm
computer technologies
848 n . rainbow blvd . # 316 las vegas , nv 89107
/ font / p
",spam,2004-11-06
9450,re : 2 - survey / information email 5 - 7 - 01,"outlook migration team @ enron
05 / 04 / 2001 03 : 26 pm
to : alex huang / corp / enron @ enron , amitava dhar / corp / enron @ enron , anita dupont / na / enron @ enron , bob lee / na / enron @ enron , chonawee supatgiat / corp / enron @ enron , elena chilkina / corp / enron @ enron , gwyn koepke / na / enron @ enron , jaesoo lew / na / enron @ enron , jason sokolov / hou / ect @ ect , jose marquez / corp / enron @ enron , kate lucas / hou / ect @ ect , kenneth parkhill / na / enron @ enron , kevin g moore / hou / ect @ ect , lance cunningham / na / enron @ enron , leann walton / na / enron @ enron , martin lin / hou / ect @ ect , maureen raymond / lon / ect @ ect , mike a roberts / hou / ect @ ect , nelson neale / na / enron @ enron , paulo issler / hou / ect @ ect , pinnamaneni krishnarao / hou / ect @ ect , rabi de / na / enron @ enron , rakesh bharati / na / enron @ enron , sandeep kohli / enron _ development @ enron _ development , sevil yaman / corp / enron @ enron , shirley crenshaw / hou / ect @ ect , sofya tamarchenko / na / enron @ enron , stinson gibner / hou / ect @ ect , tanya tamarchenko / hou / ect @ ect , tom barkley / na / enron @ enron , tom halliburton / corp / enron @ enron , vince j kaminski / hou / ect @ ect , william smith / corp / enron @ enron , youyi feng / na / enron @ enron , zimin lu / hou / ect @ ect , alan muntz / npng / enron @ enron , anita swanson / npng / enron @ enron , bambi heckerman / npng / enron @ enron , christopher burns / npng / enron @ enron , darla steffes / npng / enron @ enron , geneva patterson / npng / enron @ enron , jerry boston / npng / enron @ enron , jody warner / npng / enron @ enron , john freeman / npng / enron @ enron , judith weakly / npng / enron @ enron , laurie willemyns / npng / enron @ enron , leon schneider / npng / enron @ enron , loren charbonneau / npng / enron @ enron , ray neppl / npng / enron @ enron , scott coburn / npng / enron @ enron , alliece morris / ots / enron @ enron , etsweb @ enron , joe zhou / fgt / enron @ enron , ladonna dervin / ots / enron @ enron , larry hill / fgt / enron @ enron , max brown / ots / enron @ enron , patty hermanek / fgt / enron @ enron , peter lu / et & s / enron @ enron , randy cantrell / gco / enron @ enron , richard abramowicz / et & s / enron @ enron , rick craig / ots / enron @ enron , robert fugel / et & s / enron @ enron , tina dunnaway / fgt / enron @ enron , wendy koh / et & s / enron @ enron , anne bike / corp / enron @ enron , barry tycholiz / na / enron @ enron , carli smith / na / enron @ enron , doug fletcher / enron _ development @ enron _ development , jacquelyn matthews / na / enron @ enron , janelle russell / enron _ development @ enron _ development , joanne smith / corp / enron @ enron , kayla bruzzese / na / enron @ enron , michael j beyer / hou / ect @ ect , michael j miller / enron communications @ enron communications , michelle lincoln / enron _ development @ enron _ development , shelly jones / hou / ect @ ect , susan huston / hr / corp / enron @ enron , zachary sampson / na / enron @ enron , alison smith / nyc / mgusa @ mgusa , bernie penner / nyc / mgusa @ mgusa , janet vala - terry / nyc / mgusa @ mgusa , lilia penagos / nyc / mgusa @ mgusa , patricia benington / nyc / mgusa @ mgusa , jack netek / enron communications @ enron communications
cc :
subject : 2 - survey / information email 5 - 7 - 01
current notes user :
to ensure that you experience a successful migration from notes to outlook , it is necessary to gather individual user information prior to your date of migration . please take a few minutes to completely fill out the following survey . when you finish , simply click on the ' reply ' button then hit ' send ' your survey will automatically be sent to the outlook 2000 migration mailbox .
thank you .
outlook 2000 migration team
full name : vince j kaminski
login id : vkamins
extension : 3 - 3848
office location : ebl 962
what type of computer do you have ? ( desktop , laptop , both ) desktop , laptop
do you have a pda ? if yes , what type do you have : ( none , ipaq , palm pilot , jornada ) palm pilot
do you have permission to access anyone ' s email / calendar ? no
if yes , who ?
does anyone have permission to access your email / calendar ? shirley crenshaw , anita dupont
if yes , who ?
are you responsible for updating anyone else ' s address book ? no
if yes , who ?
is anyone else responsible for updating your address book ? no
if yes , who ?
do you have access to a shared calendar ? no
if yes , which shared calendar ?
do you have any distribution groups that messaging maintains for you ( for mass mailings ) ? no
if yes , please list here :
please list all notes databases applications that you currently use :
in our efforts to plan the exact date / time of your migration , we also will need to know :
what are your normal work hours ? from : 7 : 30 to : 6 : 30
will you be out of the office in the near future for vacation , leave , etc ? no
if so , when ? from ( mm / dd / yy ) : to ( mm / dd / yy ) :",ham,2001-05-04
1912,cleburne - tenaska iv plant,"daren ,
i ' m trying to put together the 2001 operating budget for the plant . i need a
conservative forecast , per month , of the price that could be obtained by
selling our excess volumes .
thanks .",ham,2000-10-25
9518,"directions to the tamiment resort and conference center , location","of the 20 th annual conference
dear participants :
here are the directions to the tamiment :
from new york fax : 973 - 353 - 1348
http : / / www . rci . rutgers . edu / ~ crri
crri @ andromeda . rutgers . edu
center for research in regulated industries
rutgers university - graduate school of management
180 university avenue , room 200 p
newark , nj 07102 - 1897
phone : 973 - 353 - 5761 ; fax : 973 - 353 - 1348
http : / / www . rci . rutgers . edu / ~ crri
crri @ andromeda . rutgers . edu
",ham,2001-05-16
15385,"pre - approved application sun , 07 nov 2004 16 : 28 : 32 - 0800","hello ,
we sent you an email a while ago , because you now qualify for a new mortgage .
you could get $ 300 , 000 for as little as $ 700 a month !
bad credit is no problem , you can pull cash out or refinance .
please click on this link for free consultation by a mortgage broker :
start saving here
best regards ,
veronica hutton
econometric anglo van doomsday delphine finitary behave pyroelectric devotee genitive diatribe perfunctory ponce economic wholly sweeten innovate lichenheaven turn crowberry ndjamena ross ajar fief philanthropic darpa chauffeur tow occlude verb dogtooth trunk repute anew selenatejulio glass downwind absolution arenaceous celia chandler ambiguity aile criteria tedious mcginnis evans surveyor clark celtic honeymoon litiganteyewitness hesse presentational hinman discrepant dispute somebody greek turbofan irvin inscribe mature dutch cardiology hayward console bramble fraternitymemento accident condition purcell mustard yesterday atropos chinaman neuronal indefinite mantrap cyanate belvidere dally felsite",spam,2004-11-07
13769,lla extension - rahil jafry,"rahil : further to our conversation this afternoon , please let me know if you would like our immigration attorneys to use premium processing for your lla visa extension .
the cost will be an additional $ 1 , 000 and the visa will be approved within 15 days .
thank you
margaret",ham,2001-11-05
6766,re : follow up on houston opportunity,"anjam ,
i have another meeting . please , talk to grant .
i shall catch him in the morning to review
where we stand .
vince
enron capital & trade resources corp . - europe
from : anjam ahmad 08 / 10 / 2000 08 : 41 am
to : vince j kaminski / hou / ect @ ect , grant masson / hou / ect @ ect
cc :
subject : follow up on houston opportunity
hi vince & grant ,
i was wondering if you would have some time to discuss the opportunity
tomorrow morning ( friday ) ? i am free from 10 am to 12 pm houston time .
thanks ,
anjam
x 35383",ham,2000-08-10
