,Game ID,Team Name,Report,wins,losses,total_points
275,143,New Orleans Pelicans,"The New Orleans Pelicans (4 - 3) defeated the Los Angeles Lakers (1 - 7) 109 - 102 on Wednesday at the Smoothie King Center in New Orleans. The Pelicans were able to out - shoot the Lakers in this one, as they shot 55 percent from the field and 42 percent from the three - point line compared to the Lakers' 42 percent from the field and 33 percent from behind the arc. Despite committing five more turnovers, the Pelicans were stil able to out - rebound the Lakers 44 - 38, helping to push them to the victory. Like he's done so many times this season, Anthony Davis took the lead for the Pelicans. He contributed a team - high 25 points (12 - 16 FG, 1 - 4 FT) and 12 rebounds, giving Davis his sixth double - double in seven games. He also had a game - high six blocks as well. Tyreke Evans had a solid offensive showing, going 8 - for - 16 from the field and 2 - for - 2 from the three - point line to score 19 points, while also handing out 11 assists. This was Evans' third double - double on the season. Ryan Anderson also had his second straight game getting hot off the bench as he chipped in 17 points, after scoring 32 on Monday. The Lakers had all five starters reach double figures, while the bench had only 18 points as a whole. Kobe Bryant got off another 28 shots Wednesday, converting on 10 of them. He also went 5 - for - 11 from beyond the arc, finishing with 33 points and five assists. Jordan Hill missed his second straight double - double by two rebounds as he scored 10 points and added eight rebounds. Carlos Boozer was the other high scorer for the Lakers. He had 16 points in 33 minutes. Boozer is now averaging 13 points and 6 rebounds on the year. The Pelicans' next game will be at home against the Minnesota Timberwolves on Friday, while the Lakers will be at home Friday against the San Antonio Spurs.
",4,3,109
276,143,Los Angeles Lakers,"The New Orleans Pelicans (4 - 3) defeated the Los Angeles Lakers (1 - 7) 109 - 102 on Wednesday at the Smoothie King Center in New Orleans. The Pelicans were able to out - shoot the Lakers in this one, as they shot 55 percent from the field and 42 percent from the three - point line compared to the Lakers' 42 percent from the field and 33 percent from behind the arc. Despite committing five more turnovers, the Pelicans were stil able to out - rebound the Lakers 44 - 38, helping to push them to the victory. Like he's done so many times this season, Anthony Davis took the lead for the Pelicans. He contributed a team - high 25 points (12 - 16 FG, 1 - 4 FT) and 12 rebounds, giving Davis his sixth double - double in seven games. He also had a game - high six blocks as well. Tyreke Evans had a solid offensive showing, going 8 - for - 16 from the field and 2 - for - 2 from the three - point line to score 19 points, while also handing out 11 assists. This was Evans' third double - double on the season. Ryan Anderson also had his second straight game getting hot off the bench as he chipped in 17 points, after scoring 32 on Monday. The Lakers had all five starters reach double figures, while the bench had only 18 points as a whole. Kobe Bryant got off another 28 shots Wednesday, converting on 10 of them. He also went 5 - for - 11 from beyond the arc, finishing with 33 points and five assists. Jordan Hill missed his second straight double - double by two rebounds as he scored 10 points and added eight rebounds. Carlos Boozer was the other high scorer for the Lakers. He had 16 points in 33 minutes. Boozer is now averaging 13 points and 6 rebounds on the year. The Pelicans' next game will be at home against the Minnesota Timberwolves on Friday, while the Lakers will be at home Friday against the San Antonio Spurs.
",1,7,102
277,144,Miami Heat,"The Miami Heat (6 - 3) defeated the Utah Jazz (4 - 4) 92 - 91 on Thursday. Both teams played without key pieces, as Dwyane Wade was forced to miss the contest due to a family matter, while Rudy Gobert was unable to shake off the effects of the rolled ankle he suffered versus the Cavaliers on Tuesday. In their absences, Chris Bosh and Derrick Favors elevated their already impressive games and put their respective teams’ offenses on their shoulders. Bosh filled the stat sheet with 25 points, eight rebounds, four assists, and four blocks, including a key stuff at the basket on a driving Alec Burks late in the fourth quarter. Meanwhile, Favors posted a 25 - point,12 - rebound double - double that also included an eye - popping seven blocks, three steals, and a pair of assists. Favors’ gargantuan effort was supplemented by another excellent performance from Alec Burks off the Jazz bench. The fifth - year pro tallied his second consecutive 24 - point performance on a season - high 35 minutes. Gordon Hayward enjoyed a 24 - point night of his own, which marked a season high in scoring for the sixth - year pro. Unfortunately for Utah, starting shooting guard Rodney Hood was the only other player able to score in double figures, and he barely reached the benchmark with only 10 points. The Jazz dropped to 4 - 4 and currently reside in third place in the Western Conference’s Northwest Division, pending the outcome of the ongoing Warriors-Timberwolves contest. They make the trek north for a road tilt versus Orlando on Friday. In addition to Bosh’s standout night, Tyler Johnson rivaled Burks with a strong performance in a reserve role himself, pouring in 17 points and chipping in four rebounds, three assists, two blocks, and a steal. Johnson’s efficient night helped to make up for the loss of Wade, as did Goran Dragic’s strong first - half performance. The Heat point guard was much quieter in the second half, but did make a couple of key free throws late in the game to finish as the only other Miami player with double - digit scoring (14 points). The Heat improves to 6 - 3 on the season and remains in second place behind the Atlanta Hawks in the Eastern Conference’s Southeast Division. They now benefit from four full days off before facing the Minnesota Timberwolves next Tuesday.
",6,3,92
278,144,Utah Jazz,"The Miami Heat (6 - 3) defeated the Utah Jazz (4 - 4) 92 - 91 on Thursday. Both teams played without key pieces, as Dwyane Wade was forced to miss the contest due to a family matter, while Rudy Gobert was unable to shake off the effects of the rolled ankle he suffered versus the Cavaliers on Tuesday. In their absences, Chris Bosh and Derrick Favors elevated their already impressive games and put their respective teams’ offenses on their shoulders. Bosh filled the stat sheet with 25 points, eight rebounds, four assists, and four blocks, including a key stuff at the basket on a driving Alec Burks late in the fourth quarter. Meanwhile, Favors posted a 25 - point,12 - rebound double - double that also included an eye - popping seven blocks, three steals, and a pair of assists. Favors’ gargantuan effort was supplemented by another excellent performance from Alec Burks off the Jazz bench. The fifth - year pro tallied his second consecutive 24 - point performance on a season - high 35 minutes. Gordon Hayward enjoyed a 24 - point night of his own, which marked a season high in scoring for the sixth - year pro. Unfortunately for Utah, starting shooting guard Rodney Hood was the only other player able to score in double figures, and he barely reached the benchmark with only 10 points. The Jazz dropped to 4 - 4 and currently reside in third place in the Western Conference’s Northwest Division, pending the outcome of the ongoing Warriors-Timberwolves contest. They make the trek north for a road tilt versus Orlando on Friday. In addition to Bosh’s standout night, Tyler Johnson rivaled Burks with a strong performance in a reserve role himself, pouring in 17 points and chipping in four rebounds, three assists, two blocks, and a steal. Johnson’s efficient night helped to make up for the loss of Wade, as did Goran Dragic’s strong first - half performance. The Heat point guard was much quieter in the second half, but did make a couple of key free throws late in the game to finish as the only other Miami player with double - digit scoring (14 points). The Heat improves to 6 - 3 on the season and remains in second place behind the Atlanta Hawks in the Eastern Conference’s Southeast Division. They now benefit from four full days off before facing the Minnesota Timberwolves next Tuesday.
",4,4,91
279,145,Orlando Magic,"Orlando and Los Angeles played in a tightly contested game consisting of 25 lead changes, and the Magic ended up needing everyone of them. Orlando won the game 101 - 99 after NIkola Vucevic hit a 20 footer as time expired. Vucevic sat out the previous three games with a bone bruise in his right knee. He did n't start the game as the Magic intended on easing him back into action. HIs knee is seemingly doing much better as he ended up playing 26 minutes and putting up 18 points (9 - 16 FG), five boards, two assists, one block, and one turnover. The Lakers were without Kobe Bryant as they opted to rest him on second half of a double - header. Without him, they spread the ball around, resulting in six players scoring in double figures. Roy Hibert led the way with 15 points, eight rebounds, four assists, and one block in 29 minutes. Los Angeles will look to improve on their 1 - 7 record when they travel to Dallas Friday. Vucevic was n't the only stellar performer coming from Orlando's bench. Due to Victor Oladipo forced to leave the game in the first quarter after suffering a concussion, Shabazz Napier played a season high 30 minutes. He led the team with 22 points (8 - 16 FG, 5 - 9 3PT, and 1 - 1 FT). The Magic welcome the Knicks into Orlando on Saturday.
",-1,7,101
280,145,Los Angeles Lakers,"Orlando and Los Angeles played in a tightly contested game consisting of 25 lead changes, and the Magic ended up needing everyone of them. Orlando won the game 101 - 99 after NIkola Vucevic hit a 20 footer as time expired. Vucevic sat out the previous three games with a bone bruise in his right knee. He did n't start the game as the Magic intended on easing him back into action. HIs knee is seemingly doing much better as he ended up playing 26 minutes and putting up 18 points (9 - 16 FG), five boards, two assists, one block, and one turnover. The Lakers were without Kobe Bryant as they opted to rest him on second half of a double - header. Without him, they spread the ball around, resulting in six players scoring in double figures. Roy Hibert led the way with 15 points, eight rebounds, four assists, and one block in 29 minutes. Los Angeles will look to improve on their 1 - 7 record when they travel to Dallas Friday. Vucevic was n't the only stellar performer coming from Orlando's bench. Due to Victor Oladipo forced to leave the game in the first quarter after suffering a concussion, Shabazz Napier played a season high 30 minutes. He led the team with 22 points (8 - 16 FG, 5 - 9 3PT, and 1 - 1 FT). The Magic welcome the Knicks into Orlando on Saturday.
",1,7,99
281,146,Houston Rockets,"The Houston Rockets defeated the Los Angeles Clippers 109 - 105 on Saturday. The Rockets made an epic 3 - 1 comeback in last seasons playoffs against the Clippers and they showed here that the comenack was no fluke by winnin a big game on the road. The demise of James Harden was well publicized last week and it was downright wrong, as he put together another huge game on Saturday. The Clippers played this game without point guard Chris Paul who was dealing with a groin injury and that clearly hampered them here in the loss. Houston started off the season with three - straight 20 - point losses, but they appear to be out of that swoon at this point with four - straight wins. They have scored 110 points or more in all four wins and that can be attributed to James Hardan taking over the offense. Harden is clearly back to top form, as he has dropped 89 points over the last two nights. This was the second half of a back - to - back and it's a great sign for Houston to see them play so well in that scenario against a team like the Clippers. They even got to rest Dwight Howard on Friday night and that proved to be crucial for this game, as he tallied 20 points and 20 rebounds in the win. The Rockets will have a few days off and look to keep that winning - streak alive against the winless Brooklyn Nets on Wednesday, The Clippers had to play this game without their point guard Chris Paul and it was just too difficult for them to function fully without their playmaker. Austin Rivers filled in for Paul and put up 10 points and one assist in the loss. The Clippers were led Blake Griffin, who totaled 35 points, 11 rebounds and five assists in the loss. One stat that coach Doc Rivers will love is that all 10 players who played more than a single a minute in this game recorded an assist in the absence of assist - master Chris Paul. The next game on tap for the Clippers is against the struggling Memphis Grizzlies on Monday.
",4,3,109
282,146,Los Angeles Clippers,"The Houston Rockets defeated the Los Angeles Clippers 109 - 105 on Saturday. The Rockets made an epic 3 - 1 comeback in last seasons playoffs against the Clippers and they showed here that the comenack was no fluke by winnin a big game on the road. The demise of James Harden was well publicized last week and it was downright wrong, as he put together another huge game on Saturday. The Clippers played this game without point guard Chris Paul who was dealing with a groin injury and that clearly hampered them here in the loss. Houston started off the season with three - straight 20 - point losses, but they appear to be out of that swoon at this point with four - straight wins. They have scored 110 points or more in all four wins and that can be attributed to James Hardan taking over the offense. Harden is clearly back to top form, as he has dropped 89 points over the last two nights. This was the second half of a back - to - back and it's a great sign for Houston to see them play so well in that scenario against a team like the Clippers. They even got to rest Dwight Howard on Friday night and that proved to be crucial for this game, as he tallied 20 points and 20 rebounds in the win. The Rockets will have a few days off and look to keep that winning - streak alive against the winless Brooklyn Nets on Wednesday, The Clippers had to play this game without their point guard Chris Paul and it was just too difficult for them to function fully without their playmaker. Austin Rivers filled in for Paul and put up 10 points and one assist in the loss. The Clippers were led Blake Griffin, who totaled 35 points, 11 rebounds and five assists in the loss. One stat that coach Doc Rivers will love is that all 10 players who played more than a single a minute in this game recorded an assist in the absence of assist - master Chris Paul. The next game on tap for the Clippers is against the struggling Memphis Grizzlies on Monday.
",-1,1,105
283,147,San Antonio Spurs,"The San Antonio Spurs defeated the Philadelphia 76ers, 111 - 103, at Wells Fargo Center on Wednesday. The Spurs (40 - 12) have undoubtedly observed that the Sixers (18 - 34) seem to be a different team from seasons past, when their presence on a schedule almost guaranteed a win. Philadelphia has been most effective at home, where they've managed a 12 - 15 record. It was therefore no surprise that it took double - digit scoring from all five San Antonio starters and success rates of over 50 percent from the field and three - point range for the visitors to tough out a win. The Spurs were unable to truly separate from their hosts at any point, as the Sixers battled impressively despite the continued absence of Joel Embiid. San Antonio also was buoyed by the return of Kawhi Leonard, who had missed Monday's contest against the Grizzlies with a quad injury. Leonard led the way for San Antonio with 32 points, six rebounds and five assists. Tony Parker followed with 18 points, five assists and a rebound. LaMarcus Aldridge posted a 15 - point, 10 - rebound double - double that also included a pair of blocks. Danny Green poured in 11 points and supplemented them with three rebounds and a pair of steals. Dewayne Dedmon supplied a 10 - point, 11 - rebound double - double that also included three assists and a block. Davis Bertans led the bench with nine points, one rebound and one assist. Dario Saric and Jahlil Okafor turned in matching 20 - point efforts to pace the Sixers. The former added three assists and one rebound, while the latter registered eight boards and a pair of blocks. Robert Covington stepped up with 18 points, six rebounds, one assist and two steals. Nik Stauskas was back on the bench but contributed 16 points, seven rebounds and seven assists over 32 minutes. Ersan Ilyasova chipped in 11 points, three assists, two rebounds and one steal. The Spurs next head to the Motor City where they'll take on the Detroit Pistons on Friday night, while the Sixers head to Central Florida for a date with the Orlando Magic on Thursday evening.
",40,12,111
284,147,Philadelphia 76ers,"The San Antonio Spurs defeated the Philadelphia 76ers, 111 - 103, at Wells Fargo Center on Wednesday. The Spurs (40 - 12) have undoubtedly observed that the Sixers (18 - 34) seem to be a different team from seasons past, when their presence on a schedule almost guaranteed a win. Philadelphia has been most effective at home, where they've managed a 12 - 15 record. It was therefore no surprise that it took double - digit scoring from all five San Antonio starters and success rates of over 50 percent from the field and three - point range for the visitors to tough out a win. The Spurs were unable to truly separate from their hosts at any point, as the Sixers battled impressively despite the continued absence of Joel Embiid. San Antonio also was buoyed by the return of Kawhi Leonard, who had missed Monday's contest against the Grizzlies with a quad injury. Leonard led the way for San Antonio with 32 points, six rebounds and five assists. Tony Parker followed with 18 points, five assists and a rebound. LaMarcus Aldridge posted a 15 - point, 10 - rebound double - double that also included a pair of blocks. Danny Green poured in 11 points and supplemented them with three rebounds and a pair of steals. Dewayne Dedmon supplied a 10 - point, 11 - rebound double - double that also included three assists and a block. Davis Bertans led the bench with nine points, one rebound and one assist. Dario Saric and Jahlil Okafor turned in matching 20 - point efforts to pace the Sixers. The former added three assists and one rebound, while the latter registered eight boards and a pair of blocks. Robert Covington stepped up with 18 points, six rebounds, one assist and two steals. Nik Stauskas was back on the bench but contributed 16 points, seven rebounds and seven assists over 32 minutes. Ersan Ilyasova chipped in 11 points, three assists, two rebounds and one steal. The Spurs next head to the Motor City where they'll take on the Detroit Pistons on Friday night, while the Sixers head to Central Florida for a date with the Orlando Magic on Thursday evening.
",18,34,103
285,148,San Antonio Spurs,"The San Antonio Spurs defeated the New Orleans Pelicans, 101 - 98, at Smoothie King Center on Friday. This was one of the tightest games of the season, as there were 11 ties and 11 lead changes in this overtime thriller. In addition, neither team led by more than eight points, as it was full of swings. Defense was key for the Spurs, as they held the Pelicans to under 39 percent shooting, while forcing them to commit 16 turnovers. In addition, San Antonio shot 42 percent, while committing just 11 turnovers. Bench production was a huge factor too, with San Antonio winning that battle, 35 - 16. The Spurs (47 - 12) have now won six - straight games, as they continue to vie for the top - seed in the west. Kawhi Leonard once again carried the load, as he tallied 31 points, seven rebounds, six assists and three steals. LaMarcus Aldridge was the only other starter in double figures, totaling 21 points, 15 rebounds and three blocks. Patty Mills led the bench with 15 points, two rebounds, two assists and two steals, while Pau Gasol contributed 12 points, eight rebounds and two assists off the pine as well. The Spurs will host the Minnesota Timberwolves for their next game on Saturday. The Pelicans (24 - 38) have yet to find their rhythm with DeMarcus Cousins, as this marks their fourth - straight loss with him in the lineup. Anthony Davis led New Orleans with 29 points, nine rebounds and three assists. Jrue Holiday finished second on the team with 26 points, seven rebounds and five assists. DeMarcus Cousins was the only other Pelican in double figures, collecting 19 points, 23 rebounds and four assists. New Orleans will return to action on Saturday in a road matchup with the Los Angeles Lakers.
",47,-1,101
286,148,New Orleans Pelicans,"The San Antonio Spurs defeated the New Orleans Pelicans, 101 - 98, at Smoothie King Center on Friday. This was one of the tightest games of the season, as there were 11 ties and 11 lead changes in this overtime thriller. In addition, neither team led by more than eight points, as it was full of swings. Defense was key for the Spurs, as they held the Pelicans to under 39 percent shooting, while forcing them to commit 16 turnovers. In addition, San Antonio shot 42 percent, while committing just 11 turnovers. Bench production was a huge factor too, with San Antonio winning that battle, 35 - 16. The Spurs (47 - 12) have now won six - straight games, as they continue to vie for the top - seed in the west. Kawhi Leonard once again carried the load, as he tallied 31 points, seven rebounds, six assists and three steals. LaMarcus Aldridge was the only other starter in double figures, totaling 21 points, 15 rebounds and three blocks. Patty Mills led the bench with 15 points, two rebounds, two assists and two steals, while Pau Gasol contributed 12 points, eight rebounds and two assists off the pine as well. The Spurs will host the Minnesota Timberwolves for their next game on Saturday. The Pelicans (24 - 38) have yet to find their rhythm with DeMarcus Cousins, as this marks their fourth - straight loss with him in the lineup. Anthony Davis led New Orleans with 29 points, nine rebounds and three assists. Jrue Holiday finished second on the team with 26 points, seven rebounds and five assists. DeMarcus Cousins was the only other Pelican in double figures, collecting 19 points, 23 rebounds and four assists. New Orleans will return to action on Saturday in a road matchup with the Los Angeles Lakers.
",24,4,98
287,149,Indiana Pacers,"The Indiana Pacers (29 - 34) defeated the Orlando Magic (21 - 44) 118 - 86 on Tuesday at Bankers Life Fieldhouse in Indianapolis. In an all - around dominant performance, the Pacers used a strong second half, where they out - scored the Magic 59 - 39, to finish off the 32 - point victory in front of their home crowd. They shot extremely well in this one, going 53 percent from the field and 50 percent from the three - point line, while the Magic finished at just 37 percent from the floor and a meager 24 percent from deep. With the Pacers hitting 13 more three - pointers than the Magic, they had little to no chance of making a comeback Tuesday. The Pacers got a ridiculous amount of production from their bench, as their bench out - scored the Magics 73 - 18. That effort was led by Rodney Stuckey, who went 13 - for - 19 from the field and 6 - for - 9 from the three - point line to score a game - high of 34 points, while also adding six rebounds and seven assists. It was a new season - high in points for the guard, who's now averaging 19 points and 4 assists over his last six games. Joining Stuckey off the bench was Luis Scola, who recorded 15 points (6 - 8 FG, 3 - 3 FT) and 10 rebounds in just 20 minutes. It marked just his fourth double - double of the season and first since the start of February. He's now averaging 9 points and 6 rebounds on the year. Making just his second career start, Damjan Rudez was forced into the starting lineup, after CJ Miles was a late scratch with a foot injury. He took advantage of the start, hitting nearly everything he shot and finished with 17 points (6 - 8 FG, 5 - 7 3Pt), to go along with five assists. It marked just his sixth time this season reaching double - digit points. George Hill added 13 points (5 - 14 FG, 2 - 8 3Pt, 1 - 2 FT) and six assists as well. Doing the best he could to keep the Magic close in this game was Tobias Harris, who went off for 22 points (8 - 17 FG, 1 - 4 3Pt, 5 - 6 FT), six rebounds and two assists in 30 minutes. He's picked his game up of late, and is averaging 21 points and 5 rebounds over his last three games. Victor Oladipo struggled offensively in this one, and scored just 13 points (4 - 12 FG, 1 - 3 3Pt, 4 - 4 FT), while adding three steals and three blocked shots. He recorded over 20 points in each of his last four games, so it was a disappointing performance for the guard. Rookie Elfrid Payton was in double figures for his third straight game, as he finished with 14 points (5 - 13 FG, 4 - 6 FT), to go along with six assists. Over that three - game stretch, he's averaging 14 points, 6 rebounds and 8 assists, as he's done a little bit of everything for the Magic during that span. Nikola Vucevic chipped in with 13 points (6 - 10 FG, 1 - 2 FT) and five rebounds as well. The Pacers' next game will be at home against the Milwaukee Bucks on Thursday, while the Magic will travel to Milwaukee to play the Bucks on Wednesday.
",29,34,118
288,149,Orlando Magic,"The Indiana Pacers (29 - 34) defeated the Orlando Magic (21 - 44) 118 - 86 on Tuesday at Bankers Life Fieldhouse in Indianapolis. In an all - around dominant performance, the Pacers used a strong second half, where they out - scored the Magic 59 - 39, to finish off the 32 - point victory in front of their home crowd. They shot extremely well in this one, going 53 percent from the field and 50 percent from the three - point line, while the Magic finished at just 37 percent from the floor and a meager 24 percent from deep. With the Pacers hitting 13 more three - pointers than the Magic, they had little to no chance of making a comeback Tuesday. The Pacers got a ridiculous amount of production from their bench, as their bench out - scored the Magics 73 - 18. That effort was led by Rodney Stuckey, who went 13 - for - 19 from the field and 6 - for - 9 from the three - point line to score a game - high of 34 points, while also adding six rebounds and seven assists. It was a new season - high in points for the guard, who's now averaging 19 points and 4 assists over his last six games. Joining Stuckey off the bench was Luis Scola, who recorded 15 points (6 - 8 FG, 3 - 3 FT) and 10 rebounds in just 20 minutes. It marked just his fourth double - double of the season and first since the start of February. He's now averaging 9 points and 6 rebounds on the year. Making just his second career start, Damjan Rudez was forced into the starting lineup, after CJ Miles was a late scratch with a foot injury. He took advantage of the start, hitting nearly everything he shot and finished with 17 points (6 - 8 FG, 5 - 7 3Pt), to go along with five assists. It marked just his sixth time this season reaching double - digit points. George Hill added 13 points (5 - 14 FG, 2 - 8 3Pt, 1 - 2 FT) and six assists as well. Doing the best he could to keep the Magic close in this game was Tobias Harris, who went off for 22 points (8 - 17 FG, 1 - 4 3Pt, 5 - 6 FT), six rebounds and two assists in 30 minutes. He's picked his game up of late, and is averaging 21 points and 5 rebounds over his last three games. Victor Oladipo struggled offensively in this one, and scored just 13 points (4 - 12 FG, 1 - 3 3Pt, 4 - 4 FT), while adding three steals and three blocked shots. He recorded over 20 points in each of his last four games, so it was a disappointing performance for the guard. Rookie Elfrid Payton was in double figures for his third straight game, as he finished with 14 points (5 - 13 FG, 4 - 6 FT), to go along with six assists. Over that three - game stretch, he's averaging 14 points, 6 rebounds and 8 assists, as he's done a little bit of everything for the Magic during that span. Nikola Vucevic chipped in with 13 points (6 - 10 FG, 1 - 2 FT) and five rebounds as well. The Pacers' next game will be at home against the Milwaukee Bucks on Thursday, while the Magic will travel to Milwaukee to play the Bucks on Wednesday.
",21,44,86
289,151,Washington Wizards,"The Washington Wizards defeated the Los Angeles Clippers, 117 - 110, at Verizon Center on Sunday. The contest was a battle of two surging squads, with the Clippers (20 - 8) having checked in to Sunday on a four - game win streak, and the Wizards (12 - 14) having prevailed in four of their previous five contests as well. The high - scoring affair was befitting of two teams on the rise, and was tightly - contested through all four quarters. Ultimately, Bradley Beal's season - high 41 points, which came on the strength of a 13 - of - 23 shooting tally from the field, as well as a 6 - of - 10 mark from three - point range, was too much for the visitors to overcome. Markieff Morris had the hot hand for Washington as well, going 10 - of - 17 from the floor on his way to 23 points. The two stellar offensive efforts led to impressive success rates of 53 percent and 53 percent from the field and three - point range, respectively, for the hosts. The Clippers saw Blake Griffin's 26 points lead the way, a total he supplemented with seven rebounds, seven assists and a steal. J.J. Redick checked in a rather distant second with 17 points and a rebound. Chris Paul and DeAndre Jordan turned in a pair of 13 - point performances that were part of double - doubles. Paul also dished out 12 assists and recorded four rebounds and a pair of steals, while Jordan hauled in 17 boards, handed out two assists and posted a block. Mareese Speights led the second unit with 14 points, while Austin Rivers, back on the bench due to the surprising return of Luc Mbah a Moute from a shoulder injury, contributed 13 points. Beal added three rebounds, three assists and a steal to his aforementioned game - high scoring haul. Morris supplemented his 23 points with nine rebounds, three assists, three steals and a block. John Wall registered an 18 - point, 11 - assist double - double that also featured five rebounds, a steal and a block. Otto Porter and Marcin Gortat contributed matching nine - point tallies, with the former adding four rebounds, two assists and three steals, and the latter supplying seven rebounds, a steal and two blocks. The Clippers head back home to face the Denver Nuggets on Tuesday, while the Wizards travel to Indiana for a Monday evening date with the Pacers.
",12,14,117
290,151,Los Angeles Clippers,"The Washington Wizards defeated the Los Angeles Clippers, 117 - 110, at Verizon Center on Sunday. The contest was a battle of two surging squads, with the Clippers (20 - 8) having checked in to Sunday on a four - game win streak, and the Wizards (12 - 14) having prevailed in four of their previous five contests as well. The high - scoring affair was befitting of two teams on the rise, and was tightly - contested through all four quarters. Ultimately, Bradley Beal's season - high 41 points, which came on the strength of a 13 - of - 23 shooting tally from the field, as well as a 6 - of - 10 mark from three - point range, was too much for the visitors to overcome. Markieff Morris had the hot hand for Washington as well, going 10 - of - 17 from the floor on his way to 23 points. The two stellar offensive efforts led to impressive success rates of 53 percent and 53 percent from the field and three - point range, respectively, for the hosts. The Clippers saw Blake Griffin's 26 points lead the way, a total he supplemented with seven rebounds, seven assists and a steal. J.J. Redick checked in a rather distant second with 17 points and a rebound. Chris Paul and DeAndre Jordan turned in a pair of 13 - point performances that were part of double - doubles. Paul also dished out 12 assists and recorded four rebounds and a pair of steals, while Jordan hauled in 17 boards, handed out two assists and posted a block. Mareese Speights led the second unit with 14 points, while Austin Rivers, back on the bench due to the surprising return of Luc Mbah a Moute from a shoulder injury, contributed 13 points. Beal added three rebounds, three assists and a steal to his aforementioned game - high scoring haul. Morris supplemented his 23 points with nine rebounds, three assists, three steals and a block. John Wall registered an 18 - point, 11 - assist double - double that also featured five rebounds, a steal and a block. Otto Porter and Marcin Gortat contributed matching nine - point tallies, with the former adding four rebounds, two assists and three steals, and the latter supplying seven rebounds, a steal and two blocks. The Clippers head back home to face the Denver Nuggets on Tuesday, while the Wizards travel to Indiana for a Monday evening date with the Pacers.
",20,8,110
291,152,Portland Trail Blazers,"The Portland Trail Blazers (31 - 11) beat the Sacramento Kings (16 - 25), 98 - 94, on Monday. LaMarcus Aldridge was removed from the game with a left thumb injury in the second quarter and did n't return. He had 10 points and two steals in 14 minutes before he exited. In Aldridge's absence, Thomas Robinson and Meyers Leonard had to pick up the slack. They combined for 14 points and nine rebounds off the bench to help out the short - handed frontcourt that is already missing Robin Lopez (hand) and Joel Freeland (shoulder). DeMarcus Cousins came back strong for the Kings after missing Saturday's game against the Clippers with an ankle injury. He finished with 22 points, 19 rebounds, and four blocks. Darren Collison turned in a nice game with 13 points, seven rebounds, and eight assists. After coming off the bench Saturday, Rudy Gay returned to the starting lineup and shot 10 - for - 19 from the field for 26 points. Ramon Sessions was available to play but did n't get into the action. He's been out since Dec. 22 with a back injury. Jason Thompson returned to Earth after recording his first 20 - 20 game in Cousin's absence on Saturday, posting just four points and seven rebounds in 28 minutes. The Kings will head home to face the Brooklyn Nets on Wednesday, and the Trail Blazers will travel to Phoenix to face the Suns.
",31,11,98
292,152,Sacramento Kings,"The Portland Trail Blazers (31 - 11) beat the Sacramento Kings (16 - 25), 98 - 94, on Monday. LaMarcus Aldridge was removed from the game with a left thumb injury in the second quarter and did n't return. He had 10 points and two steals in 14 minutes before he exited. In Aldridge's absence, Thomas Robinson and Meyers Leonard had to pick up the slack. They combined for 14 points and nine rebounds off the bench to help out the short - handed frontcourt that is already missing Robin Lopez (hand) and Joel Freeland (shoulder). DeMarcus Cousins came back strong for the Kings after missing Saturday's game against the Clippers with an ankle injury. He finished with 22 points, 19 rebounds, and four blocks. Darren Collison turned in a nice game with 13 points, seven rebounds, and eight assists. After coming off the bench Saturday, Rudy Gay returned to the starting lineup and shot 10 - for - 19 from the field for 26 points. Ramon Sessions was available to play but did n't get into the action. He's been out since Dec. 22 with a back injury. Jason Thompson returned to Earth after recording his first 20 - 20 game in Cousin's absence on Saturday, posting just four points and seven rebounds in 28 minutes. The Kings will head home to face the Brooklyn Nets on Wednesday, and the Trail Blazers will travel to Phoenix to face the Suns.
",16,25,94
293,153,Atlanta Hawks,"Despite the lopsided scoreline, this game was close until the final minutes. In fact, the Hawks ended the game on a 23 - 8 run to eventually win by 19. Shooting was the key difference, as Atlanta surpassed 50 percent from both the field and three - point range, while Orlando barely cracked 40 percent from the field and 30 percent from three - point range. Dennis Schroeder was the player of the game, accumulating 18 points, six rebounds and seven assists. Paul Millsap also had a nice all - around game, collecting 16 points, six rebounds, four assists and four steals. Dwight Howard recorded a 13 - point, 12 - rebound double - double against his former team. Eflrid Payton got his first start in over a month and amassed 15 points, four rebounds, six assists and three steals. Aaron Gordon matched that 15 - point scoring mark, adding 10 rebounds on his way to a double - double. Nikola Vucevic came off the bench to provide 10 points, six rebounds and six assists.
",1,-1,-1
294,153,Orlando,"Despite the lopsided scoreline, this game was close until the final minutes. In fact, the Hawks ended the game on a 23 - 8 run to eventually win by 19. Shooting was the key difference, as Atlanta surpassed 50 percent from both the field and three - point range, while Orlando barely cracked 40 percent from the field and 30 percent from three - point range. Dennis Schroeder was the player of the game, accumulating 18 points, six rebounds and seven assists. Paul Millsap also had a nice all - around game, collecting 16 points, six rebounds, four assists and four steals. Dwight Howard recorded a 13 - point, 12 - rebound double - double against his former team. Eflrid Payton got his first start in over a month and amassed 15 points, four rebounds, six assists and three steals. Aaron Gordon matched that 15 - point scoring mark, adding 10 rebounds on his way to a double - double. Nikola Vucevic came off the bench to provide 10 points, six rebounds and six assists.
",-1,-1,-1
