,text,category
8,still waiting on that card,automatic_top_up
8,still waiting on that card,card_not_working
8,still waiting on that card,exchange_via_app
8,still waiting on that card,lost_or_stolen_card
8,still waiting on that card,pin_blocked
8,still waiting on that card,contactless_not_working
8,still waiting on that card,pending_top_up
8,still waiting on that card,cancel_transfer
8,still waiting on that card,top_up_limits
8,still waiting on that card,card_payment_fee_charged
8,still waiting on that card,transfer_not_received_by_recipient
8,still waiting on that card,supported_cards_and_currencies
8,still waiting on that card,getting_virtual_card
8,still waiting on that card,card_acceptance
8,still waiting on that card,top_up_reverted
8,still waiting on that card,balance_not_updated_after_cheque_or_cash_deposit
8,still waiting on that card,card_payment_not_recognised
8,still waiting on that card,edit_personal_details
8,still waiting on that card,why_verify_identity
8,still waiting on that card,get_physical_card
8,still waiting on that card,visa_or_mastercard
8,still waiting on that card,topping_up_by_card
8,still waiting on that card,disposable_card_limits
8,still waiting on that card,compromised_card
8,still waiting on that card,atm_support
8,still waiting on that card,direct_debit_payment_not_recognised
8,still waiting on that card,passcode_forgotten
8,still waiting on that card,pending_card_payment
8,still waiting on that card,declined_transfer
8,still waiting on that card,Refund_not_showing_up
8,still waiting on that card,declined_card_payment
8,still waiting on that card,pending_transfer
8,still waiting on that card,card_swallowed
8,still waiting on that card,verify_source_of_funds
8,still waiting on that card,transfer_timing
8,still waiting on that card,reverted_card_payment?
8,still waiting on that card,transfer_fee_charged
8,still waiting on that card,receiving_money
8,still waiting on that card,failed_transfer
8,still waiting on that card,transfer_into_account
8,still waiting on that card,verify_top_up
8,still waiting on that card,getting_spare_card
8,still waiting on that card,order_physical_card
9,Is it normal to have to wait over a week for my new card?,card_arrival
9,Is it normal to have to wait over a week for my new card?,card_linking
9,Is it normal to have to wait over a week for my new card?,fiat_currency_support
9,Is it normal to have to wait over a week for my new card?,card_delivery_estimate
9,Is it normal to have to wait over a week for my new card?,exchange_via_app
9,Is it normal to have to wait over a week for my new card?,lost_or_stolen_card
9,Is it normal to have to wait over a week for my new card?,supported_cards_and_currencies
9,Is it normal to have to wait over a week for my new card?,getting_virtual_card
9,Is it normal to have to wait over a week for my new card?,card_acceptance
9,Is it normal to have to wait over a week for my new card?,why_verify_identity
9,Is it normal to have to wait over a week for my new card?,get_physical_card
9,Is it normal to have to wait over a week for my new card?,visa_or_mastercard
9,Is it normal to have to wait over a week for my new card?,compromised_card
9,Is it normal to have to wait over a week for my new card?,atm_support
9,Is it normal to have to wait over a week for my new card?,pending_card_payment
9,Is it normal to have to wait over a week for my new card?,pending_transfer
9,Is it normal to have to wait over a week for my new card?,transfer_timing
9,Is it normal to have to wait over a week for my new card?,receiving_money
9,Is it normal to have to wait over a week for my new card?,getting_spare_card
9,Is it normal to have to wait over a week for my new card?,order_physical_card
10,How do I track my card?,card_arrival
10,How do I track my card?,card_linking
10,How do I track my card?,card_delivery_estimate
10,How do I track my card?,lost_or_stolen_card
10,How do I track my card?,supported_cards_and_currencies
10,How do I track my card?,getting_virtual_card
10,How do I track my card?,card_acceptance
10,How do I track my card?,card_payment_not_recognised
10,How do I track my card?,get_physical_card
10,How do I track my card?,visa_or_mastercard
10,How do I track my card?,compromised_card
10,How do I track my card?,atm_support
10,How do I track my card?,pending_card_payment
10,How do I track my card?,declined_card_payment
10,How do I track my card?,pending_transfer
10,How do I track my card?,order_physical_card
11,How long does a card delivery take?,card_arrival
11,How long does a card delivery take?,card_linking
11,How long does a card delivery take?,card_delivery_estimate
11,How long does a card delivery take?,exchange_via_app
11,How long does a card delivery take?,lost_or_stolen_card
11,How long does a card delivery take?,getting_virtual_card
11,How long does a card delivery take?,card_acceptance
11,How long does a card delivery take?,get_physical_card
11,How long does a card delivery take?,visa_or_mastercard
11,How long does a card delivery take?,atm_support
11,How long does a card delivery take?,pending_card_payment
11,How long does a card delivery take?,pending_transfer
11,How long does a card delivery take?,transfer_timing
11,How long does a card delivery take?,getting_spare_card
11,How long does a card delivery take?,order_physical_card
12,I still don't have my card after 2 weeks.  What should I do?,card_arrival
12,I still don't have my card after 2 weeks.  What should I do?,card_linking
12,I still don't have my card after 2 weeks.  What should I do?,fiat_currency_support
12,I still don't have my card after 2 weeks.  What should I do?,card_delivery_estimate
12,I still don't have my card after 2 weeks.  What should I do?,lost_or_stolen_card
12,I still don't have my card after 2 weeks.  What should I do?,cancel_transfer
12,I still don't have my card after 2 weeks.  What should I do?,transfer_not_received_by_recipient
12,I still don't have my card after 2 weeks.  What should I do?,getting_virtual_card
12,I still don't have my card after 2 weeks.  What should I do?,card_acceptance
12,I still don't have my card after 2 weeks.  What should I do?,get_physical_card
12,I still don't have my card after 2 weeks.  What should I do?,visa_or_mastercard
12,I still don't have my card after 2 weeks.  What should I do?,atm_support
12,I still don't have my card after 2 weeks.  What should I do?,pending_card_payment
12,I still don't have my card after 2 weeks.  What should I do?,Refund_not_showing_up
12,I still don't have my card after 2 weeks.  What should I do?,pending_transfer
12,I still don't have my card after 2 weeks.  What should I do?,transfer_timing
12,I still don't have my card after 2 weeks.  What should I do?,failed_transfer
12,I still don't have my card after 2 weeks.  What should I do?,getting_spare_card
12,I still don't have my card after 2 weeks.  What should I do?,order_physical_card
13,still waiting on my new card,card_arrival
13,still waiting on my new card,card_linking
13,still waiting on my new card,fiat_currency_support
13,still waiting on my new card,card_delivery_estimate
13,still waiting on my new card,exchange_via_app
13,still waiting on my new card,lost_or_stolen_card
13,still waiting on my new card,pin_blocked
13,still waiting on my new card,transfer_not_received_by_recipient
13,still waiting on my new card,supported_cards_and_currencies
13,still waiting on my new card,getting_virtual_card
13,still waiting on my new card,card_acceptance
13,still waiting on my new card,card_payment_not_recognised
13,still waiting on my new card,why_verify_identity
13,still waiting on my new card,get_physical_card
13,still waiting on my new card,visa_or_mastercard
13,still waiting on my new card,disposable_card_limits
13,still waiting on my new card,compromised_card
13,still waiting on my new card,atm_support
13,still waiting on my new card,pending_card_payment
13,still waiting on my new card,declined_card_payment
13,still waiting on my new card,pending_transfer
13,still waiting on my new card,card_swallowed
13,still waiting on my new card,transfer_timing
13,still waiting on my new card,reverted_card_payment?
13,still waiting on my new card,failed_transfer
13,still waiting on my new card,getting_spare_card
13,still waiting on my new card,order_physical_card
14,I am still waiting for my card after 1 week.  Is this ok?,card_arrival
14,I am still waiting for my card after 1 week.  Is this ok?,card_linking
14,I am still waiting for my card after 1 week.  Is this ok?,card_delivery_estimate
14,I am still waiting for my card after 1 week.  Is this ok?,transfer_not_received_by_recipient
14,I am still waiting for my card after 1 week.  Is this ok?,getting_virtual_card
14,I am still waiting for my card after 1 week.  Is this ok?,card_acceptance
14,I am still waiting for my card after 1 week.  Is this ok?,get_physical_card
14,I am still waiting for my card after 1 week.  Is this ok?,visa_or_mastercard
14,I am still waiting for my card after 1 week.  Is this ok?,atm_support
14,I am still waiting for my card after 1 week.  Is this ok?,pending_card_payment
14,I am still waiting for my card after 1 week.  Is this ok?,pending_transfer
14,I am still waiting for my card after 1 week.  Is this ok?,transfer_timing
14,I am still waiting for my card after 1 week.  Is this ok?,failed_transfer
14,I am still waiting for my card after 1 week.  Is this ok?,getting_spare_card
14,I am still waiting for my card after 1 week.  Is this ok?,order_physical_card
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",card_arrival
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",card_linking
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",card_delivery_estimate
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",getting_virtual_card
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",get_physical_card
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",atm_support
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",pending_card_payment
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",transfer_timing
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",getting_spare_card
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",order_physical_card
16,I've been waiting longer than expected for my card.,card_arrival
16,I've been waiting longer than expected for my card.,card_linking
16,I've been waiting longer than expected for my card.,pending_cash_withdrawal
16,I've been waiting longer than expected for my card.,card_delivery_estimate
16,I've been waiting longer than expected for my card.,lost_or_stolen_card
16,I've been waiting longer than expected for my card.,cancel_transfer
16,I've been waiting longer than expected for my card.,transfer_not_received_by_recipient
16,I've been waiting longer than expected for my card.,getting_virtual_card
16,I've been waiting longer than expected for my card.,card_acceptance
16,I've been waiting longer than expected for my card.,get_physical_card
16,I've been waiting longer than expected for my card.,visa_or_mastercard
16,I've been waiting longer than expected for my card.,atm_support
16,I've been waiting longer than expected for my card.,pending_card_payment
16,I've been waiting longer than expected for my card.,pending_transfer
16,I've been waiting longer than expected for my card.,transfer_timing
16,I've been waiting longer than expected for my card.,receiving_money
16,I've been waiting longer than expected for my card.,verify_top_up
16,I've been waiting longer than expected for my card.,getting_spare_card
16,I've been waiting longer than expected for my card.,order_physical_card
17,Why hasn't my card been delivered?,card_arrival
17,Why hasn't my card been delivered?,card_linking
17,Why hasn't my card been delivered?,card_delivery_estimate
17,Why hasn't my card been delivered?,pin_blocked
17,Why hasn't my card been delivered?,transfer_not_received_by_recipient
17,Why hasn't my card been delivered?,card_acceptance
17,Why hasn't my card been delivered?,get_physical_card
17,Why hasn't my card been delivered?,atm_support
17,Why hasn't my card been delivered?,pending_card_payment
17,Why hasn't my card been delivered?,pending_transfer
17,Why hasn't my card been delivered?,card_swallowed
17,Why hasn't my card been delivered?,transfer_timing
17,Why hasn't my card been delivered?,failed_transfer
17,Why hasn't my card been delivered?,getting_spare_card
17,Why hasn't my card been delivered?,order_physical_card
18,Where is my new card? I have been waiting a week!,card_arrival
18,Where is my new card? I have been waiting a week!,card_linking
18,Where is my new card? I have been waiting a week!,card_delivery_estimate
18,Where is my new card? I have been waiting a week!,exchange_via_app
18,Where is my new card? I have been waiting a week!,lost_or_stolen_card
18,Where is my new card? I have been waiting a week!,pin_blocked
18,Where is my new card? I have been waiting a week!,transfer_not_received_by_recipient
18,Where is my new card? I have been waiting a week!,getting_virtual_card
18,Where is my new card? I have been waiting a week!,card_acceptance
18,Where is my new card? I have been waiting a week!,get_physical_card
18,Where is my new card? I have been waiting a week!,visa_or_mastercard
18,Where is my new card? I have been waiting a week!,compromised_card
18,Where is my new card? I have been waiting a week!,atm_support
18,Where is my new card? I have been waiting a week!,pending_card_payment
18,Where is my new card? I have been waiting a week!,pending_transfer
18,Where is my new card? I have been waiting a week!,transfer_timing
18,Where is my new card? I have been waiting a week!,failed_transfer
18,Where is my new card? I have been waiting a week!,getting_spare_card
18,Where is my new card? I have been waiting a week!,order_physical_card
19,My card still hasn't arrived after 2 weeks. Is it lost?,card_arrival
19,My card still hasn't arrived after 2 weeks. Is it lost?,card_linking
19,My card still hasn't arrived after 2 weeks. Is it lost?,card_delivery_estimate
19,My card still hasn't arrived after 2 weeks. Is it lost?,lost_or_stolen_card
19,My card still hasn't arrived after 2 weeks. Is it lost?,transfer_not_received_by_recipient
19,My card still hasn't arrived after 2 weeks. Is it lost?,get_physical_card
19,My card still hasn't arrived after 2 weeks. Is it lost?,atm_support
19,My card still hasn't arrived after 2 weeks. Is it lost?,pending_transfer
19,My card still hasn't arrived after 2 weeks. Is it lost?,transfer_timing
19,My card still hasn't arrived after 2 weeks. Is it lost?,failed_transfer
19,My card still hasn't arrived after 2 weeks. Is it lost?,getting_spare_card
19,My card still hasn't arrived after 2 weeks. Is it lost?,order_physical_card
