Message ID,Subject,Message,Spam/Ham,Date
7569,fyi,,ham,2000-11-07
123,unresolved issues for jan 1 . - followup,"here is a followup to the memo sent on 12 / 31 / 99 . fyi
enron field services - has not been nominated since september 99 . have we
stopped doing business on this pipe ? ( just an fyi - ? ) do we need to get
this assigned ? i can find old
notes and try to get this pathed if necessary . someone just needs to let
me know . unresolved - appears to be unassigned ?
lavaca expense transport - this is offsystem gas that hplc transports for
ena . ena has no nom at meter 1000 in pops for jan 1 . unresolved
midcon texas pipeline - there were deals left unpathed for jan 1 ( and
dec ? ) . i brokered and nominated the obvious but we seem to have 10 , 000 with
transport contract to move this gas on and no sale to broker to . as it
stands , it looks like we have a long position . who is this assigned to ? i
thought carlos was handling this one , but i could be wrong . unresolved
channel industries pipeline - several issues here :
1 . all deals with the exception of the long term transport expense were left
unpathed for jan 1 . i viewed prior month transactions and pathed
appropriately . someone
needs to review for accuracy . also , there were deals that went to zero ,
that were nominated for january . resolved but needs to be verified .
2 . we still do not have enough supply to meet our sales requirement . this
issue has been left unsresolved since october 99 . volume management cannot
allocate was is
not pathed and nominated . unresolved or unpathed ?
3 . there is a transaction for january that is once again not on our point
specific transport contracts . ( rec mtr 1 - 6366 10 , 000 to del mtr 2 - 6203
10 , 000 ) . this is a pathed pipeline . we have no rate . we need to know the
rate and whether one of the expense contracts needs to be amended for this
transaction , we are not legally covered . carlos was handling this pipe in
dec . who is this assigned to for jan ? unresolved
hpl operational - this shipper on hpl has been left unpathed for december
and january 1 . who is this assigned to ? this can wait until we get back
next week . if it is left unresolved , i will get it pathed when i return .
i haven ' t had time to do this yet . if we haven ' t figured out the assignement
then i will get to it asap .",ham,2000-01-11
33205,save your money by getting an oem software !,"need in software for your pc ? just visit our site , we might have what you need . . .
best regards ,
enrigueta
",spam,2005-06-17
12350,re : deacero,"louise ,
attached is an excel file that contains the following :
1 . summary - a table of what we believe deacero could expect to save at different gas prices .
2 . a list of advantages and risks of entering into the import deal .
if you have any questions please do not hesitate to give me a call .
thanks ,
marc .
louise kitchen / enron @ enronxgate 07 / 30 / 2001 09 : 51 am to : marc sabine / na / enron @ enron cc : subject : deacero
i would like to see the information you set out to david on why he should sign the ppa . this is purely for me to gain a better understanding of the thought process in mexico . please could you email it to me .
thanks
louise
louise kitchen
chief operating officer
enron americas
tel : 713 853 3488
fax : 713 646 2308",ham,2001-07-30
7166,re : exotica ( second request ),"please see attached :
enron europe
from : sharad agnihotri 09 / 10 / 2000 11 : 56
to : anjam ahmad / lon / ect @ ect
cc : steven leppard / lon / ect @ ect , vince j kaminski / hou / ect @ ect
subject : exotica ( second request )
anjam ,
i have tried to call you on your mobile but with no success .
please make sure you send me the exotica code .
sharad",ham,2000-10-09
12385,goldman sachs,"next wednesday , at 3 : 30 p . m . david fleischer of goldman sachs is bringing a group of 20 - 25 institutional investors to enron . this meeting is part of a two day trip where these investors will be meeting with our peer merchant companies and other energy companies . jeff will be leading the meeting , but if you are free , it would great if you could attend . there is no presentation , it will be mainly q and a . let me know . thanks . mek",ham,2001-08-02
5813,re : is this data of interest to any of you ?,"yannis ,
it makes a lot of sense to get this info .
also , you are welcome to make a presentation to the group this thursday at
lunch .
please , call shirley crenshaw ( x 3 - 5290 ) to coordinate and order sandwich
you would like to have .
vince
joe , can you , please , babysit this presentation ( make sure we have all the
audiovisual
equipment we need , etc . ) .
vince
yannis tzamouranis
03 / 28 / 2000 02 : 50 pm
to : yannis tzamouranis / hou / ect @ ect
cc : ( bcc : vince j kaminski / hou / ect )
subject : is this data of interest to any of you ?
fyi :
the following file describes the contents of the monthly energy review
( application , current , and historical ) .
the data is available through a doe site and we can get it for free and
incorporate it in the lim database , if there is interest .
review the attached file ( look for keywords of interest ) and let us know
whether need dictates loading these datasets .
for the
market analysis and infomration management group ,
yannis c . tzamouranis
enron it",ham,2000-03-29
12124,link to dwr contract info,"fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by richard shapiro / na / enron on 07 / 06 / 2001 03 : 41 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
ban sharma @ enron _ development
07 / 06 / 2001 01 : 27 pm
to : mark palmer @ enron
cc : richard shapiro @ enron
subject : dwr contracts summary website
mark ,
your site is finally activated . real interesting . worth a look
link to the dwr contracts .
ban
an interesting article too :
connell : power cost twice davis ' figure
july 6 , 2001
by john howard
the orange county register
sacramento - - the average cost of electricity purchased under $ 43 billion of worth of state contracts is actually more than double the amount reported by gov . gray davis ' administration , state controller kathleen connell said thursday .
connell said her staff ' s analysis put the per - megawatt average at $ 170 , compared with $ 69 to $ 79 estimated by davis .
connell stopped short of suggesting that the higher cost could drive another increase in rates , although consumer groups said the higher amount likely would require some future increase .
the controller , who writes the state ' s checks , said her figures assume fixed prices for natural gas over the duration of the contracts , which range from a few months to 20 years .
the administration , noting that nearly half its contracts are pegged to the fluctuating market price of natural gas , said costs on many of the contracts would decline over time .
consumer groups were skeptical of the administration ' s numbers .
"" you could cut these numbers in various ways and make different averages , long - range or short - range contracts , peak power or nonpeak , and probably either average could be defended mathematically , "" said nettie hoge of the utility reform network . "" we can ' t tell you whether it ' s $ 69 or $ 170 - the contracts are very convoluted and complex . """,ham,2001-07-06
10696,youthh rediscovered,"how to save on your medlcatlons over 70 tiffin % .
pharmz rightwards mail shop - successfull and proven way to sav objectless e your mon higgle ey .
slangy v
reservist ag
journalese al
l privateering u
pricking l
r fumigate a abnormal cl
concern isv oniony al
carpetbagger m
andmanyother .
* best necroscopy prlces
* worldwid regeneration e shlpplng
* total grange confidentiaiity
* ov needlework er 5 miliion customers
have a nice day hypnotic !",spam,2005-07-14
21372,looking for cheap high - quality software ? incessant emergence,"usual island carry when put , dry . white shall yes is ship . out ,
stead stand tie start . top , silver , each , bought . work word
start they . big , her shape . kill half operate . soil in idea ,
idea other . clock place , single protect . arm especially like
your , down sentence .
",spam,2005-02-23
16330,generic viagra - make it in big,"no # 1 drug for male impotence
have no fear of perfection - - you will never reach it .
a clash of doctrines is not a disaster - - it is an opportunity .
when a man cannot choose he ceases to be a man .",spam,2005-06-11
25629,clear benefits of creative design,"lt is really hard to recollect a company : the
market is full of suqgestions and the information isoverwhelminq ; but a good
catchy logo , stylish statlonery and outstandlng webslte
will make the task much easier .
we do not promise that havinq ordered a loqo your
company wiii automaticaliy become a world ieader : it isguite ciear that
without good products , effective business organization and practicable aim it
will be hotat nowadays market ; but we do promise that your marketing efforts
will become much more effective . here is the list of clear
benefits : creativeness : hand - made , original logos , specially done
to reflect your distinctive company image . convenience : logo and stationery
are provided in all formats ; easy - to - use content management system letsyou
change your website content and even its structure . promptness : you
will see logo drafts within three business days . affordability : your
marketing break - through shouldn ' t make gaps in your budget . 100 % satisfaction
guaranteed : we provide unlimited amount of changes with no extra fees for you to
be surethat you will love the result of this collaboration . have a look at our
portfolio _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",spam,2005-06-26
33063,ciallis softabs onlly $ 3 . 99 9 lkuyj,""" ci - ialis softabs "" is better than pfizer viiagrra
and normal ci - ialis because :
- guaaraantees 36 hours lasting
- safe to take , no side effects at all
- boost and increase se - xual performance
- haarder e - rectiions and quick recharge
- proven and certified by experts and doctors
- only $ 3 . 99 per tabs
cllick heree :
http : / / zigzagging . net / cs / ? ronn
o - ut of mai - lling lisst :
http : / / zigzagging . net / rm . php ? ronn
71 rnhq",spam,2005-06-04
23137,closure required - mid year prc results for associates & analysts,"i recently joined the associate and analyst program management team as
director of career development . celeste roberts , who handled many facets of
the associate and analyst program will now focus primarily on recruiting . i
am responsible for staffing , rotation management , and performance management
reporting directly to charlene jackson . going forward , i will partner with
the prc representatives and human resources to work through our mid - year and
year - end performance management process .
there are just a few remaining tasks necessary in order to bring our mid - year
effort to a close . as we are getting inquiries from supervisors , associates
and analysts regarding mid year ratings , we strongly encourage you to
communicate final ratings to the supervisors by no later than friday , august
11 , 2000 . as was discussed in the prc meetings in july , managers have been
given until september 15 to conduct performance reviews . if you need our
assistance in communicating information to the supervisors , please let me
know and we will provide ratings where requested on your behalf .
additionally , as we introduced a new process during our mid year review
efforts , it is crucial that we solicit your feedback . to assist in this
effort , we have identified an associate and analyst prc project team .
please look for an evaluation form via email in the next several weeks that
requests feedback on how well we delivered our mid year process and how we
might improve . we our counting on your partnership and candid feedback .
once again , the associate and analyst program management team would like to
thank you for your involvement in the performance review process . i can be
reached at 713 - 853 - 7351 . my assistant is constance charles and she can be
reached at 713 - 853 - 5614 . i look forward to working with each of you .",ham,2000-08-07
5841,uk inflation presentation,"deal all ,
please find attached a copy from a presentation on uk inflation we gave this
morning to john sherriff , president & coo enron europe . it summarizes the
results of our work on inflation so far . as you know the long term models
still remain to be approved . as today is quarter end and there is a
significant p & l effect on a mtm basis john sherriff would like to proceed as
soon as possible with the new curves .
thank you all for all your help !
best regards ,
martina
x 34327",ham,2000-03-31
21576,here it is,"if your looking to get from 6 to 10 in ches , then do it the nat ural way .
you won ' t regret it .
http : / / www . vic 23 . info / n / heya / gregory . gremlin sqwfhf p
john acosta grenade grendel
tavaoulqno huxgyxhf urchop jnma
",spam,2005-03-23
21438,real generics,"cd rc
droc 0 do
3 o 5 oomg oniy 7 o order
\ / lcodl
3 o 75 omg oniyiio order
\ / lgr
ioioomg oniy 7 o order
\ / llu
3 oiomg oniy 7 o order
cllls
io 2 omg oniy 7 o order
vvrld vvide shiing
dctr isits
rescritions
cheaest rices
discreet ackaging
uy in ulk and sae !
\ / iew nline cataiog
no thanks
",spam,2005-03-03
3415,glo deals 2001,"darren :
here is my problem . as you know , hplc did a deal with texas general land office where we would exchange gas for crude . the problem was hplc was selling the gas and enron gas marketing was receiving the crude . bryce baxter worked out a series of intercompany deals between hplc , ena and egm that would book the deal correctly . julie meyers was told how to create the deals and she completed january and february , except for one small part , but march forward was never completed . the attached word document explains the procedure . basically , we were suppose to book an hplc sale to the tglo with volume and zero price . this would book the volume to the gl and zero out the receivable since we were never going to receive cash from tglo . then , we would book a sale from hplc - wellhead to ena - wellhead for the value of the gas only ( no volume ) and a sale from ena - wellhead to egm for the value of the crude ( no volume ) . for these deals , we would use demand fees . egm will pay ena for the crude dollars .
i will give you the deals for january so you can see how the dollars move . you will see that the price is still on the sale from hplc to tglo . julie zeroed this out , but o ' neal put it back . i ' ve left him a message to find out why .
1 . sale from hplc - im wellhead to tglo 547201
2 . sale from hplc - im hplc to hplc - im wellhead 547205
3 . sale from hplc - wellhead to ena - im wellhead texas 679847
4 . sale from ena - im wellhead texas to egm 679859
here is a preliminary list of what needs to be done to finish out the transactions for march , april and may . the previous email went to kam keiser , john grass , linda roberts and dayem khandker . they may be able to help us work through this . let me know if you have any questions .
1 . zero out the prices on the hplc sales to texas general land office , leave volume only .
jan 2001 547201
feb 2001 591307
march 2001 640685
april 2001 692167
may 2001 755787
2 . enter a ticket for the hpl - wellhead sale to ena - wellhead for march , april and may 2001 ( the feb deal number is 679848 ) for the value of the gas below . this should be entered as a demand fee only , no volume .
march 2001 $ 774 , 612 . 50
april 2001 $ 705 , 870 . 00
may 2001 $ 664 , 609 . 00
3 . enter a ticket for the sale from ena - wellhead to egm for the value of the crude below . there is an existing ticket for jan and feb that can be extended , deal 679859 .
march 2001 $ 757 , 603 . 93
april 2001 $ 820 , 983 . 94
may 2001 $ 598 , 885 . 13
4 . update jan and feb crude values on deal 679859
jan 2001 change $ 886 , 638 . 63 to $ 886 , 015 . 18
feb 2001 change $ 839 , 008 . 31 to $ 842 , 475 . 06
let me know if you want me to come down to discuss .
megan",ham,2001-08-07
28618,expansion agreement,"i thought i would send you the agreement with the changes i have made - it ' s
been sent for reviewed and signed by oneok and sent via fax to you . ( see attached
file : twagmt . doc )
- twagmt . doc",ham,2001-05-29
6555,re : status,"vince -
understood .
i am going to request two days of vacation , for monday and tuesday .
clayton",ham,2000-07-21
33287,our pro - forma invoice attached,"self ball gave letter whether . multiply on , land field . get ,
very to friend morning home still . where , him for product dress
cell . spell , cry and to kept , settle heat . boy , edge minute ,
circle . mouth while drive tail just told sharp . brought
instrument dead century rich . language circle wall . differ us
than , proper care . bit , her toward subject . late is feet farm
ball . machine plane does . five were high .
- -
phone : 593 - 840 - 2595
mobile : 629 - 955 - 9987
email : lillian . weston @ pekklemail . com
",spam,2005-06-26
7970,"wharton trip january 18 , 2001","jeff and vince . . . "" fyi ' ' . . . christie .
- - - - - - - - - - - - - - - - - - - - - - forwarded by christie patrick / hou / ect on 12 / 19 / 2000
09 : 23 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
melinda mccarty @ enron
12 / 19 / 2000 03 : 05 pm
to : christie _ patrick @ enron . com
cc :
subject : wharton trip january 18 , 2001
cp -
fyi - attached is the memo that i faxed to the parkplace warwick . i copied
donna piazze at wharton also .
maria",ham,2000-12-19
25975,http : / / jmtservices . com,"hello ,
i have visited jmtservices . com and noticed that your website is not listed on some search engines . i am sure that through our service the number of people who visit your website will definitely increase . seekercenter is a unique technology that instantly submits your website to over 500 , 000 search engines and directories - - a really low - cost and effective way to advertise your site . for more details please go to seekercenter . net .
give your website maximum exposure today !
looking forward to hearing from you .
best regards ,
vanessa lintner
sales marketing
www . seekercenter . net
you are receiving this email because you opted - in to receive special offers through a partner website . if you feel that you received this email in error or do not wish to receive additional special offers , please enter your email address here and click the button of remove me :
",spam,2005-06-29
27912,nesa annual meeting brochure & delegate list,"> nesa 23 rd annual meeting
> advance registration deadline
> friday , august 18
> sign up today ! !
>
> attached below for your review is a copy of the annual meeting program -
> you will need adobe acrobat to view the brochure , which you can download
> from our website at www . nesanet . org .
>
> airfare discounts are available on continental airlines ( official meeting
> airline ) - check page 6 for details . low fares can also be found on delta
> and united into savannah , ga .
>
> airport shuttles can be arranged through low country adventures by calling
> ( 800 ) 845 - 5582 or emailing info @ . com at least 24 hours
> prior to arrival . round trip from savannah is $ 44 per person . round trip
> from hilton head is $ 20 per person .
>
> delegate registration list is attached below in an excel ' 97 worksheet for
> your review . please contact nesa headquarters if you have problems
> opening the file , or to request an updated list .
>
> late arrivals on wednesday , september 6 , will be accommodated by extended
> registration hours prior to the opening reception . please join us at the
> nesa registration table located on the basshead deck as soon as you
> arrive !
>
> please contact nesa headquarters at ( 713 ) 856 - 6525 with questions or for
> additional information . our fax number is ( 713 ) 856 - 6199 - don ' t delay
> . . . fax your delegate registration form for the annual meeting to nesa
> today .
>
> we look forward to welcoming you to hilton head in september ! !
>
> >
>
> >
- 491 _ nesa 2000 brochure . pdf
- 2000 annual meeting delegates . xls",ham,2000-08-16
20274,online education at its best !,,spam,2004-11-04
31842,new york post ezine - great article about pharmacies,"your girlfriend needs to be strong
h - y . d . r . o . c _ 0 . d * 0 . n - e lo / 5 oo m . g
3 o p ! | | s 169 . oo
6 o pil | s 279 . oo
9 o pills 389 . oo
full report : http : / / rxonlinenation . biz / ? e = aa 5185
same day shipping
s - t . 0 ^ p : http : / / rxonlinenation . biz / ? e = aa 5185 / please
take care
marcie staples
interpreter
pak line industries , sialkot , 51310 , pakistan
phone : 517 - 994 - 2441
mobile : 139 - 921 - 6347
email : peqjnqe @ virgilio . it
this is an auto - generated message - please do not reply to this message
this version is a 53 decade complementary package
notes :
the contents of this message is for understanding and should not be role homeward
ear bonus bridgeable
time : thu , 17 feb 2005 03 : 33 : 39 - 0600",spam,2005-02-17
26792,hi,"ho aussie w to save on your medlcatlons over 60 % .
pharma rectangular mail shop - successfull and pro malacca ven way to save your ladies money .
committee \
a sample g
either l
demonstrative lu
/ prorate l
antitank racl exercise a
impassivity isv caster al
savoury m
andmanyother .
* unimpaired best prlces
* world unbuttoned wide shlpplng
* total confidentiaii unprompted ty
* over 5 miliion custom seductive ers
have evacuate a nice day !",spam,2005-07-13
11811,status report,attached is the may 25 status report and scorecard :,ham,2001-05-24
23899,schedulec - dailyo 301 . xls,"the enclosed file contains the month - to - date schedule c items for your
viewing .",ham,2001-03-22
4092,notebookplus usb travel cam @ $ 15 . 90 only ! !,"usb travel cam
$ 15 . 90 only ! !
notebookplus usb travel
cam
meet
face - to - face online .
capture and
email stills and videos .
add live images
to your instant messages .
play cool
camera games usb for true plug and play
setup .
includes user
friendly photo editing / greeting card
software .
windows
98 / 2000 / me / xp compatible .
your one stop
distributorjebel ali duty free zonedubai , uae . www . computron - me . com
for latest clearance sale listing contact our
sales department .
only limited quantities available on selected
specials ! ! ! !
for further details please send
your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com
compaq
hewlett packard
3 com
dell
intel
iomega
epson
aopen
creative
toshiba
apc
cisco
us
robotics
microsoft
canon
intellinet
targus
viewsonic
ibm
sony
- - - - - - - and lots more
! ! !
if you have any
complaints / suggestions contact : customerservice @ computron - me . com
tel + 971
4 8834464
all prices in u . s . dollars , ex - works ,
fax + 971 4
8834454
jebel ali duty free zone
www . computron - me . com
prices and availability subject to change
usa -
canada u . a . e .
without
notice .
to receive our special offers
in plain
text format reply to this
mail with the request * for
export only *
this
email can not be considered spam as long as we include : contact
information remove instructions . this message is intended for dealer
and resellers only . if you have somehow gotten on this list in error , or
for any other reason would like to be removed , please reply with "" remove
"" in the subject line of your message . this message is being sent to you
in compliance with the federal legislation for commercial e - mail
( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii
passed by the 105 th u . s . congress .
all logos and
trademarks are the property of their respective
owners
products may not be exactly as shown
above
- -
to unsubscribe from : computron 4 , just follow this link :
click the link , or copy and paste the address into your browser .
please give it atleast 48 hours for unsubscription to be effective .",spam,2004-07-06
29387,find out how much is in the wallet,"find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet . find out how much is in this wallet .
drc inc . p . o . box 631 clearwater , fl 33755
",spam,2004-08-17
